0,1.6496,0.66336,0.0077485,0.31433,-0.34783,-0.40313,0.075482,-1.2882,-1.1047,0.36935,-0.74829,-0.95286,-0.98596,-0.0059983,-1.4114,-0.85969,0.13115,-0.48996,-0.37691,0.9127,-1.6613,0.95164,-1.5614,-1.8125,-0.34013,-1.7828,-1.5685,-1.663,-1.8388,-1.6321,-1.6378,-1.629,-1.7299,1.7398,0.82869,-0.26059,-0.11044,-0.69374,-1.2265,-1.0689,-1.3938,-0.56807,-1.4893,-1.4497,0.0069949,-0.10131,1.4509,0.45398,0.70002,-1.2849,1.0621,0.62611,1.2835,0.83387,1.3354,0.48151,-0.99886,1.4622,1.0698,1.0962,1.7252,2.0672,1.5795,0.11682,0.12428,0.11388,1.6942,1.1106,1.4212,0.87685,1.0838,0.56806,1.1016,0.55435,-0.59297,-0.89658,1.3256,1.3033,1.582,0.30189,0.93146,1.5153,-0.082766,1.1439,1.8561,-0.3937,1.7483,1.2398,0.47759,1.5707,1.3072,1.4097,1.3259,0.83786,0.808,0.41049,0.70051,1.9949,0.88302
1.6496,0,0.73367,0.12691,0.38373,-0.21482,-0.1894,0.17845,-1.0532,-0.86888,0.50519,-0.59444,-0.74811,-0.88642,0.043413,-1.2286,-0.73972,0.12986,-0.43017,-0.42501,0.76305,-1.3819,0.83605,-1.3312,-1.5751,-0.454,-1.3936,-1.4723,-1.5568,-1.5282,-1.5204,-1.4364,-1.509,-1.3629,1.681,0.87703,-0.22967,-0.053518,-0.55986,-1.1477,-1.0336,-1.3548,-0.49,-1.3543,-1.1983,-0.083942,-0.15894,1.2279,0.45327,0.59485,-1.2322,0.82053,0.43352,1.0863,0.61227,1.1541,0.45205,-1.0342,1.4667,1.0319,0.9729,1.3154,1.7121,1.3096,0.045394,-0.011457,0.10166,1.5385,0.85158,1.3196,0.84973,1.0356,0.41654,1.0526,0.51182,-0.691,-0.76985,1.2933,1.3199,1.3439,0.18486,0.79958,1.2536,-0.1476,0.91382,1.6643,-0.4235,1.4259,1.2241,0.3011,1.3732,1.2291,1.2945,1.1804,0.78648,0.64095,0.33034,0.55563,1.7027,0.74207
0.66336,0.73367,0,1.1965,1.4689,0.71048,-0.086512,1.4013,-0.21203,-0.091503,1.266,0.27276,0.14746,-0.057209,0.057448,-0.85404,-0.8571,-0.14805,-0.27859,-0.93546,0.043446,-0.56376,0.47216,-0.60732,-0.74756,-0.49356,-0.4954,-0.97583,-0.95165,-0.67549,-1.0093,-0.57949,-0.90551,-0.46223,1.1682,1.0177,-0.039419,-0.31753,-0.11936,-1.1526,-0.55373,-1.2796,-0.80797,-1.0117,-0.51215,-0.67432,-0.58993,0.73,-0.036541,0.27551,-1.1231,0.34652,-0.23548,0.73918,-0.22781,0.26856,-0.096789,-1.7085,1.1509,0.56819,0.71731,0.45104,0.58256,0.60716,-0.12914,-0.21013,-0.18133,0.69273,0.58523,1.0373,1.305,1.1849,0.28474,1.0495,0.2671,-1.1196,-0.49304,1.3271,1.2242,0.59412,-0.78545,0.36981,0.78451,-0.19811,-0.043659,0.5182,-1.4263,0.52564,0.51727,-0.46019,0.94092,1.1259,0.84238,0.78455,0.10412,0.24388,-0.11305,-0.092844,0.8212,0.39476
0.0077485,0.12691,1.1965,0,1.2472,1.4436,0.25344,1.7161,0.46118,0.60198,0.86791,0.89228,0.83912,0.35484,-0.05252,-0.14895,-0.24774,-0.33535,-0.037524,-0.52969,-0.40862,0.13945,-0.046747,0.10143,-0.020824,-0.14544,0.20908,-0.17243,-0.18262,0.038984,-0.20761,0.07071,-0.14487,0.2366,0.36235,0.39106,-0.013893,-0.34509,0.0066482,-0.32857,-0.068514,-0.40344,-0.3922,-0.15631,0.13544,-0.664,-0.37165,0.029568,-0.16753,-0.11196,-0.26658,-0.31049,-0.78442,0.01512,-0.84191,-0.40031,-0.5137,-0.71876,0.31651,0.077767,0.04592,-0.20688,-0.089134,-0.027077,-0.059685,-0.40264,-0.26145,0.078257,-0.12937,0.26649,0.60595,0.41693,-0.035523,0.29941,0.011274,-0.6119,-0.046445,0.47089,0.34023,-0.1148,-1.1124,-0.080218,0.039564,-0.19316,-0.57842,-0.13405,-1.1209,-0.1851,-0.26511,-0.6219,0.16469,0.32404,0.085365,0.020719,-0.26756,-0.22527,-0.39721,-0.40641,0.10485,-0.074899
0.31433,0.38373,1.4689,1.2472,0,1.0404,0.084193,1.5356,0.18992,0.31389,1.4243,0.72089,0.5365,0.27316,0.071137,-0.37795,-0.31226,-0.14609,-0.15993,-0.40046,-0.1357,-0.12201,0.13013,-0.13285,-0.2829,-0.1975,-0.085319,-0.47606,-0.44775,-0.2274,-0.44474,-0.15547,-0.40213,-0.05641,0.67854,0.72412,-0.00030545,-0.41079,-0.18347,-0.59974,-0.45051,-0.65654,-0.56694,-0.46634,-0.13433,-0.85471,-0.58728,0.3125,0.043238,0.002272,-0.56884,-0.12973,-0.67678,0.24477,-0.58815,-0.15166,-0.47086,-0.99841,0.59012,0.38345,0.29687,0.10433,0.23192,0.22432,-0.01198,-0.28796,-0.18593,0.3951,0.10364,0.51685,0.67956,0.60233,-0.0061241,0.46632,-0.080787,-0.78607,-0.21262,0.80119,0.60857,0.1532,-0.99551,0.24959,0.3838,-0.086525,-0.2845,0.18852,-0.96882,0.11604,0.060654,-0.30913,0.44228,0.55656,0.31506,0.28149,-0.33857,-0.18978,-0.5487,-0.083629,0.43095,0.17137
-0.34783,-0.21482,0.71048,1.4436,1.0404,0,0.22442,1.6359,0.93473,1.0451,0.80818,1.5127,1.412,0.75737,0.06339,0.20268,0.0070977,-0.46664,0.09457,-0.37687,-0.65423,0.49519,-0.24188,0.46849,0.33246,-0.030001,0.58776,0.15362,0.16127,0.39657,0.1284,0.44166,0.18728,0.61489,-0.024987,0.28289,0.0077154,-0.33212,0.14898,-0.046907,0.14568,-0.050564,-0.19273,0.11065,0.52632,-0.58816,-0.33131,-0.3063,-0.27936,-0.33952,0.025773,-0.60253,-1.0659,-0.2889,-1.3079,-0.86137,-0.63118,-0.37966,-0.022182,-0.10833,-0.25691,-0.57294,-0.45352,-0.40939,-0.032912,-0.38834,-0.22972,-0.31006,-0.41423,-0.079855,0.28263,0.089909,-0.23977,-0.012905,-0.3294,-0.43451,0.38777,0.12651,0.0063323,-0.46489,-1.153,-0.27537,-0.27271,-0.038807,-1.0972,-0.53783,-0.83595,-0.54038,-0.57626,-0.75148,-0.18781,-0.00029001,-0.26851,-0.30011,-0.50723,-0.56512,-0.55904,-0.5457,-0.25463,-0.3173
-0.40313,-0.1894,-0.086512,0.25344,0.084193,0.22442,0,0.085964,0.64788,0.64569,-0.0063504,0.43461,0.48811,0.36982,0.099697,0.70826,0.65513,0.19109,0.31048,0.12127,-0.3284,0.68378,-0.421,0.61815,0.688,0.15057,0.56817,0.43563,0.61902,0.57104,0.50488,0.53764,0.62401,0.65482,-0.36655,-0.10925,0.019527,-0.47041,-0.24545,0.48508,0.3729,0.43201,0.22341,0.49249,0.50706,-0.39913,0.2916,-0.37231,0.054332,-0.12199,0.50539,-0.64044,-0.32929,-0.60427,-0.35942,-0.56896,-0.38641,0.18488,-0.5039,-0.021107,-0.53586,-0.58498,-0.44948,-0.35007,0.13439,-0.35876,-0.31273,-0.22947,-0.58967,-0.50089,-0.43806,-0.48566,-0.33504,-0.49331,-0.34115,-0.028084,0.384,-0.51981,-0.60324,-0.6882,-0.30254,-0.20109,-0.63776,-0.12227,-0.32501,-0.38272,0.15475,-0.61975,-0.36526,-0.26315,-0.63045,-0.62369,-0.65614,-0.59408,-0.39845,-0.3689,-0.507,-0.040244,-0.44799,-0.3562
0.075482,0.17845,1.4013,1.7161,1.5356,1.6359,0.085964,0,0.37999,0.57448,1.2172,1.0209,0.81838,0.46864,0.08397,-0.21662,-0.35118,-0.38867,-0.066297,-0.54715,-0.43849,0.026651,0.0037777,0.0015257,-0.1235,-0.27753,0.094121,-0.26877,-0.28692,-0.061242,-0.24132,-0.01078,-0.25681,0.11982,0.42254,0.52066,0.048111,-0.27506,0.042294,-0.49093,-0.11459,-0.47679,-0.4582,-0.28451,0.035048,-0.73039,-0.42862,0.131,-0.21826,-0.1465,-0.42138,-0.19009,-0.78234,0.15771,-0.91147,-0.33022,-0.44095,-0.84192,0.45003,0.16421,0.12658,-0.13021,-0.0016576,0.0047622,-0.11209,-0.28983,-0.16411,0.093647,-0.008301,0.34852,0.70077,0.53778,-0.017626,0.43803,-0.03289,-0.68204,-0.008345,0.57666,0.48864,0.0025861,-1.1338,0.0086621,0.18471,-0.093065,-0.62586,-0.074749,-1.1437,-0.071895,-0.14049,-0.554,0.27919,0.44407,0.17675,0.167,-0.24991,-0.21784,-0.41212,-0.39144,0.1945,-0.041282
-1.2882,-1.0532,-0.21203,0.46118,0.18992,0.93473,0.64788,0.37999,0,2.1169,0.18336,1.6733,1.7145,1.5358,0.10321,1.213,0.88555,-0.35485,0.34279,0.23119,-1.1055,1.9862,-0.91447,1.6408,1.6736,0.31382,1.9333,1.1219,1.3168,1.7258,1.1486,1.6146,1.371,2.0771,-0.94751,-0.29772,0.24488,-0.27526,0.36926,0.85911,0.80496,0.93539,0.21392,1.1327,1.4373,-0.45288,-0.20907,-1.0978,-0.29374,-0.62528,0.92905,-1.5079,-1.2422,-1.4625,-1.4507,-1.9351,-0.8111,0.51294,-1.058,-0.6673,-1.1767,-1.6158,-1.3896,-1.1174,0.16172,-0.28917,-0.24957,-1.0396,-1.2595,-1.0923,-0.58781,-0.84819,-0.76946,-1.0068,-0.74006,0.040454,1.0502,-0.782,-0.9713,-1.9182,-0.91016,-0.52641,-1.23,0.22668,-1.4791,-1.4005,0.036791,-1.9252,-1.2594,-0.72725,-1.3148,-1.0167,-1.2435,-1.46,-1.1586,-1.1309,-0.85116,-0.72942,-1.2515,-0.71629
-1.1047,-0.86888,-0.091503,0.60198,0.31389,1.0451,0.64569,0.57448,2.1169,0,0.30362,1.6114,1.7808,1.3137,0.17989,1.1417,0.74874,-0.22119,0.23975,0.1642,-0.91665,1.65,-0.78564,1.3671,1.4471,0.30522,1.6454,1.0336,1.1606,1.431,1.0263,1.3086,1.1984,1.7925,-0.81385,-0.15538,0.21768,-0.22407,0.29837,0.82474,0.69787,0.86325,0.18916,1.0962,1.2851,-0.50519,-0.17877,-0.93223,-0.2134,-0.38475,0.81816,-1.2467,-1.0221,-1.2096,-1.2367,-1.6394,-0.74984,0.43386,-0.95048,-0.6451,-1.0107,-1.4417,-1.1837,-1.0358,0.12188,-0.21269,-0.19141,-0.87155,-1.1273,-1.0203,-0.4967,-0.75225,-0.71965,-0.87908,-0.66334,-0.079686,0.93397,-0.74902,-0.90446,-1.623,-0.88513,-0.35958,-1.1027,0.21791,-1.1953,-1.2057,-0.04757,-1.6305,-1.0821,-0.84952,-1.1587,-0.90241,-1.1164,-1.3213,-1.046,-1.013,-0.90374,-0.53327,-1.1278,-0.60371
0.36935,0.50519,1.266,0.86791,1.4243,0.80818,-0.0063504,1.2172,0.18336,0.30362,0,0.60626,0.4476,0.22684,0.29644,-0.40684,-0.34917,-0.2623,-0.37297,-0.48222,-0.127,-0.16188,0.13053,-0.18158,-0.3356,-0.39947,-0.12796,-0.53264,-0.52028,-0.26938,-0.51022,-0.26245,-0.43534,-0.092879,0.74168,0.89717,0.18539,-0.27182,-0.032052,-0.55517,-0.256,-0.7242,-0.54347,-0.57479,-0.18771,-0.56685,-0.50862,0.34635,0.094983,0.013254,-0.62282,-0.13132,-0.62302,0.22814,-0.50779,-0.16493,-0.31553,-0.9857,0.59713,0.48025,0.2265,0.15251,0.31646,0.27156,0.069885,-0.10843,0.035425,0.48999,0.058902,0.52921,0.64044,0.56639,-0.21335,0.44506,-0.081415,-0.82766,-0.10198,0.74813,0.56515,0.15601,-0.72848,0.51293,0.45693,0.12013,-0.19321,0.26591,-0.79733,0.16405,0.15829,-0.48602,0.41263,0.51012,0.30748,0.17034,-0.18421,-0.2262,-0.46282,0.063456,0.50251,0.23086
-0.74829,-0.59444,0.27276,0.89228,0.72089,1.5127,0.43461,1.0209,1.6733,1.6114,0.60626,0,1.6353,1.2268,0.29903,0.65779,0.43924,-0.37211,0.20846,-0.092105,-0.80007,1.1459,-0.53141,1.0571,0.8696,0.087622,1.1886,0.54948,0.62309,0.92738,0.55373,0.95013,0.65793,1.2223,-0.4125,0.083749,0.15261,-0.35631,0.33238,0.40672,0.4988,0.40062,-0.038082,0.54966,0.95983,-0.58503,-0.21937,-0.59595,-0.19597,-0.35492,0.40517,-1.055,-1.2693,-0.82821,-1.4612,-1.225,-0.7678,0.018362,-0.46153,-0.30884,-0.67572,-0.9913,-0.80264,-0.75263,0.14773,-0.28043,-0.069213,-0.61982,-0.84154,-0.52976,-0.1227,-0.34401,-0.54844,-0.47043,-0.50565,-0.24603,0.7143,-0.29309,-0.40218,-1.0603,-1.2076,-0.26742,-0.71061,0.19432,-1.2608,-0.9155,-0.39907,-1.1596,-0.88523,-0.84133,-0.63035,-0.45313,-0.64488,-0.80444,-0.89455,-0.90193,-0.82748,-0.60894,-0.66844,-0.54648
-0.95286,-0.74811,0.14746,0.83912,0.5365,1.412,0.48811,0.81838,1.7145,1.7808,0.4476,1.6353,0,1.031,0.28562,0.79704,0.51274,-0.3877,0.20758,-0.048692,-0.94354,1.251,-0.53345,1.0795,1.0172,0.18922,1.3611,0.75778,0.83074,1.2335,0.77514,1.1404,0.86934,1.49,-0.58736,-0.046327,0.36857,-0.11514,0.37385,0.53484,0.55095,0.54975,0.071105,0.74415,1.0601,-0.56652,-0.25549,-0.76093,-0.30026,-0.51072,0.55887,-1.0645,-1.1742,-0.91619,-1.3862,-1.5787,-0.72768,0.16901,-0.60122,-0.52831,-0.81195,-1.2813,-1.0587,-0.84738,0.11419,-0.24761,0.022102,-0.75686,-0.92273,-0.69003,-0.28106,-0.46253,-0.47331,-0.55631,-0.44967,-0.13195,0.74059,-0.42917,-0.5727,-1.2826,-1.0421,-0.37439,-0.8463,0.11871,-1.414,-1.0992,-0.40209,-1.3422,-1.0357,-0.80279,-0.8346,-0.56181,-0.82578,-0.93997,-0.89275,-0.90173,-0.77367,-0.54843,-0.88542,-0.37138
-0.98596,-0.88642,-0.057209,0.35484,0.27316,0.75737,0.36982,0.46864,1.5358,1.3137,0.22684,1.2268,1.031,0,0.24802,1.0348,0.62734,-0.28769,0.20479,0.20118,-0.75598,1.5484,-0.71246,1.3625,1.4522,0.3022,1.6076,0.96123,1.2382,1.6059,1.0128,1.527,1.3429,1.4824,-0.76293,-0.37031,-0.048029,-0.28163,0.21258,0.92903,0.68237,0.8695,0.26787,1.0955,1.2062,-0.32793,-0.23536,-0.86597,-0.26893,-0.47495,0.81801,-1.1025,-0.82751,-1.2665,-0.87876,-1.2996,-0.45616,0.34646,-0.96206,-0.49115,-0.9258,-1.1387,-1.0474,-0.94475,-0.010099,-0.18087,-0.1184,-0.81638,-1.0345,-0.95041,-0.356,-0.68565,-0.84121,-0.85746,-0.77526,-0.011053,0.96984,-0.69041,-0.77973,-1.5684,-0.78042,-0.31295,-0.93536,0.23681,-1.0048,-1.0827,0.0021068,-1.5916,-1.0937,-0.56545,-1.1947,-0.8712,-1.0964,-1.2448,-0.93772,-0.96571,-0.69227,-0.68372,-0.97529,-0.4505
-0.0059983,0.043413,0.057448,-0.05252,0.071137,0.06339,0.099697,0.08397,0.10321,0.17989,0.29644,0.29903,0.28562,0.24802,0,-0.068207,0.040802,-0.048748,0.0044618,-0.29387,-0.0017993,-0.04919,0.22462,0.019499,0.031877,-0.27457,0.016005,-0.05625,-0.03783,0.020758,-0.0097392,-0.016623,-0.017434,0.0098495,0.06373,0.38357,0.30873,0.37936,0.4197,0.25525,0.1284,0.11374,0.26052,0.12537,0.16091,-0.099423,-0.24942,0.11162,0.19533,0.052338,-0.014103,-0.052888,-0.22659,-0.081324,-0.082532,-0.17687,0.26139,-0.11101,-0.079874,-0.14539,-0.22585,-0.072586,0.011767,-0.024912,0.43733,0.29254,0.87085,0.041062,-0.21655,-0.034375,-0.14273,-0.11664,-0.21953,-0.08989,-0.1582,-0.20643,0.35714,-0.15409,-0.1388,-0.13818,-0.10756,0.41901,0.16876,0.41414,-0.14695,-0.017687,-0.099383,0.01092,0.12813,-0.43615,-0.093677,-0.11645,-0.15043,-0.0037307,0.13166,0.017099,-0.12465,0.035144,0.064279,0.27928
-1.4114,-1.2286,-0.85404,-0.14895,-0.37795,0.20268,0.70826,-0.21662,1.213,1.1417,-0.40684,0.65779,0.79704,1.0348,-0.068207,0,1.3705,0.13555,0.59673,0.8857,-0.88092,1.9534,-1.1963,1.9598,2.063,0.59146,1.7056,1.8584,2.1795,1.9206,1.8374,1.8002,2.2085,1.6924,-1.5241,-0.83651,0.17177,-0.16139,0.29436,1.6772,0.89954,1.7541,0.62241,1.852,1.6116,-0.18225,0.21039,-1.344,-0.079162,-0.65194,1.8532,-1.3071,-0.6253,-1.823,-0.66555,-1.274,-0.72787,1.3205,-1.8424,-0.92976,-1.5548,-1.3601,-1.3853,-1.2582,0.12372,-0.16715,-0.40383,-1.1206,-1.4454,-2.0278,-1.4927,-1.7313,-0.94551,-1.7476,-1.0604,0.391,1.0667,-1.6094,-1.9338,-1.8328,-0.27336,-0.75695,-1.6409,0.29878,-0.7841,-1.2173,0.75439,-1.6113,-1.1717,-0.33603,-2.0037,-2.028,-1.9149,-1.9129,-1.2446,-1.1099,-0.88014,-0.54705,-1.6166,-0.93563
-0.85969,-0.73972,-0.8571,-0.24774,-0.31226,0.0070977,0.65513,-0.35118,0.88555,0.74874,-0.34917,0.43924,0.51274,0.62734,0.040802,1.3705,0,0.14547,0.3561,0.87349,-0.55293,1.2045,-0.85629,1.2032,1.2117,0.57033,1.0559,1.0639,1.2749,1.1391,1.1152,1.0577,1.3207,1.0634,-0.94248,-0.50158,0.12883,-0.17977,0.029654,1.1793,0.44052,1.113,0.45822,1.0969,0.92104,-0.18926,0.090272,-0.75427,0.34268,-0.42647,1.2402,-1.1916,-0.54142,-1.4185,-0.41198,-0.84592,-0.55718,0.92619,-1.1837,-0.53511,-1.0003,-0.87614,-0.82916,-0.80912,0.4859,-0.14812,-0.17716,-0.63546,-1.1476,-1.19,-1.3552,-1.5099,-0.98348,-1.3676,-0.88226,0.29117,0.6675,-1.0785,-1.3374,-1.2069,-0.15073,-0.3548,-0.9959,0.39134,-0.41738,-0.71181,0.85996,-1.0389,-0.82083,0.038106,-1.3068,-1.4338,-1.3142,-1.2882,-0.90629,-0.98483,-0.83284,-0.25281,-0.9414,-0.66933
0.13115,0.12986,-0.14805,-0.33535,-0.14609,-0.46664,0.19109,-0.38867,-0.35485,-0.22119,-0.2623,-0.37211,-0.3877,-0.28769,-0.048748,0.13555,0.14547,0,0.58319,0.13595,0.49321,-0.036353,-0.039472,-0.071863,-0.082743,0.40952,-0.10402,0.0081298,0.004092,-0.04996,-0.012338,-0.096727,-0.010623,-0.18948,0.087025,0.061209,-0.29849,-0.15745,-0.22767,0.1394,-0.098492,0.12247,-0.049725,0.048649,-0.19083,-0.12429,0.15473,0.11899,0.25968,0.30263,0.017601,0.073873,0.31294,0.13055,0.4905,0.31965,0.066609,-0.0034863,-0.039997,0.27768,-0.049869,0.22922,0.20298,0.11727,-0.14584,-0.096015,0.035716,0.064621,0.12186,-0.11475,-0.24738,-0.11618,0.11583,-0.10891,-0.16175,-0.0086682,-0.17348,0.091618,-0.054926,0.090211,0.078869,0.083197,0.0046684,-0.095575,0.27118,0.18944,0.4435,0.1416,0.22976,0.11663,-0.042199,-0.10269,-0.028596,-0.036054,-0.086047,0.12079,0.13015,0.36525,0.096092,0.092056
-0.48996,-0.43017,-0.27859,-0.037524,-0.15993,0.09457,0.31048,-0.066297,0.34279,0.23975,-0.37297,0.20846,0.20758,0.20479,0.0044618,0.59673,0.3561,0.58319,0,0.23115,0.12082,0.44191,-0.4233,0.30878,0.47633,0.057436,0.43754,0.41328,0.44228,0.45675,0.41406,0.38552,0.46824,0.44051,-0.50789,-0.25878,0.15888,-0.1106,0.14356,0.41317,0.23403,0.48949,-0.11348,0.37882,0.32127,0.11588,0.0025479,-0.16778,-0.026826,0.12067,0.36738,-0.17319,-0.0078155,-0.26227,-0.11301,-0.31075,-0.13464,0.21505,-0.44772,-0.20473,-0.42058,-0.40072,-0.39528,-0.49032,-0.4409,-0.22787,0.088117,-0.4832,-0.25425,-0.46542,-0.28066,-0.26922,-0.085423,-0.26528,-0.26448,0.057102,0.46811,-0.36253,-0.4575,-0.38781,-0.2154,-0.29646,-0.43539,-0.034133,-0.3014,-0.46197,0.15593,-0.37551,-0.10685,-0.12912,-0.49225,-0.38068,-0.39431,-0.45194,-0.51583,-0.23793,-0.23437,0.013022,-0.5057,-0.34572
